id,age,income,self_learning_hours,highest_degree,favourite_domain
22300,25,57,2.41,Bachelor,Cybersecurity
22301,44,100,2.46,High School,Business Analytics
22302,45,34,0.66,Master,Cybersecurity
22303,65,68,1.32,Master,Business Analytics
22304,32,20,3.3,PhD,Data Science
22305,33,54,0.61,High School,Data Science
22306,69,20,2.52,PhD,Software Engineering
22307,27,24,3.96,Bachelor,AI
22308,37,70,3.99,PhD,Business Analytics
22309,27,72,2.01,Bachelor,Cybersecurity
22310,58,75,3.53,High School,Data Science
22311,55,93,1.6,Bachelor,Data Science
22312,58,6,2.62,Bachelor,AI
22313,42,37,2.83,PhD,Cybersecurity
22314,24,83,1.0,Bachelor,Business Analytics
22315,52,58,0.5,Bachelor,Business Analytics
22316,61,28,0.73,Master,Software Engineering
22317,26,25,2.77,PhD,AI
22318,22,45,3.6,Bachelor,Data Science
22319,64,67,2.08,Master,Business Analytics
22320,25,75,0.24,High School,Data Science
22321,62,41,3.07,Master,Business Analytics
22322,26,68,2.69,High School,Data Science
22323,18,38,3.79,PhD,Business Analytics
22324,21,49,1.62,Bachelor,Business Analytics
22325,19,42,0.12,Master,Data Science
22326,41,28,3.32,Bachelor,Cybersecurity
22327,38,40,1.56,High School,Cybersecurity
22328,49,82,0.71,Bachelor,Software Engineering
22329,36,94,1.5,High School,Business Analytics
22330,45,96,2.47,Bachelor,AI
22331,54,45,3.0,PhD,Data Science
22332,38,11,2.62,PhD,Cybersecurity
22333,60,43,2.95,PhD,Business Analytics
22334,55,19,0.91,Bachelor,Business Analytics
22335,18,5,1.92,PhD,Software Engineering
22336,51,56,2.28,High School,AI
22337,39,5,1.67,Bachelor,Data Science
22338,50,93,1.91,PhD,Cybersecurity
22339,30,18,3.54,High School,Business Analytics
22340,53,93,1.75,Master,AI
22341,41,36,1.96,PhD,AI
22342,62,37,0.33,High School,AI
22343,43,16,3.62,Master,Software Engineering
22344,21,56,3.72,Master,Cybersecurity
22345,56,81,0.89,High School,Software Engineering
22346,22,94,3.29,Master,Business Analytics
22347,65,74,1.27,Master,Data Science
22348,70,67,2.79,Master,Cybersecurity
22349,20,49,1.68,High School,Cybersecurity
22350,33,64,1.76,High School,AI
22351,50,74,3.61,Master,Software Engineering
22352,19,45,3.23,High School,Software Engineering
22353,41,95,0.94,Bachelor,AI
22354,43,86,0.45,Master,AI
22355,46,34,1.9,High School,Data Science
22356,59,37,2.75,High School,Data Science
22357,19,25,0.17,Bachelor,AI
22358,62,12,2.92,Bachelor,Data Science
22359,50,58,0.75,Master,Data Science
22360,46,92,3.94,PhD,Data Science
22361,34,29,3.99,PhD,Software Engineering
22362,56,95,1.27,Master,AI
22363,63,89,0.66,Master,Software Engineering
22364,24,100,0.32,High School,Cybersecurity
22365,55,61,2.86,Bachelor,Cybersecurity
22366,43,52,1.09,High School,AI
22367,35,30,2.05,Master,Software Engineering
22368,44,71,1.14,PhD,AI
22369,38,30,2.47,High School,Business Analytics
22370,18,51,2.25,Master,Business Analytics
22371,67,16,0.98,Master,Cybersecurity
22372,67,45,3.61,Master,Cybersecurity
22373,43,55,0.96,High School,Business Analytics
22374,18,25,3.72,Master,Software Engineering
22375,47,31,0.41,PhD,Cybersecurity
22376,44,83,2.0,Master,AI
22377,65,91,2.85,Master,Cybersecurity
22378,34,55,0.09,PhD,Software Engineering
22379,38,96,2.69,High School,AI
22380,35,74,3.74,Bachelor,Business Analytics
22381,21,14,2.68,Master,Data Science
22382,37,60,2.41,PhD,Software Engineering
22383,45,42,3.63,PhD,Software Engineering
22384,59,5,0.42,Bachelor,AI
22385,70,95,2.47,Master,Cybersecurity
22386,42,25,1.59,PhD,Business Analytics
22387,39,50,0.82,PhD,AI
22388,44,40,2.29,Bachelor,AI
22389,67,77,1.93,Master,Business Analytics
22390,51,56,2.63,High School,Software Engineering
22391,40,20,2.56,High School,Software Engineering
22392,32,84,2.08,PhD,Cybersecurity
22393,29,68,3.98,High School,Business Analytics
22394,34,13,1.52,Master,AI
22395,43,91,0.28,Master,Cybersecurity
22396,61,29,3.27,Bachelor,Data Science
22397,44,15,3.25,High School,Cybersecurity
22398,27,87,2.16,PhD,AI
22399,20,55,3.24,High School,AI
22400,45,69,3.09,Bachelor,AI
22401,34,16,3.92,Bachelor,Cybersecurity
22402,41,87,2.35,PhD,AI
22403,59,98,0.62,Master,AI
22404,34,10,1.76,Bachelor,AI
22405,58,59,0.77,Bachelor,AI
22406,39,89,0.24,PhD,Business Analytics
22407,28,58,1.09,Bachelor,AI
22408,61,62,0.33,High School,AI
22409,30,85,3.41,PhD,AI
22410,67,25,3.32,PhD,AI
22411,51,34,2.33,High School,Data Science
22412,30,99,3.95,Master,Business Analytics
22413,46,17,3.77,Master,AI
22414,62,73,3.1,PhD,Data Science
22415,59,63,2.53,Bachelor,Data Science
22416,57,52,1.39,Bachelor,Data Science
22417,69,68,1.74,Master,AI
22418,66,10,3.42,PhD,Data Science
22419,35,82,0.39,Bachelor,Software Engineering
22420,32,85,1.12,High School,Business Analytics
22421,62,12,1.37,Master,AI
22422,67,62,2.48,Bachelor,Software Engineering
22423,23,87,1.38,Master,AI
22424,55,76,1.91,High School,Business Analytics
22425,26,57,0.46,High School,Data Science
22426,27,57,2.29,High School,Data Science
22427,53,71,1.84,High School,Cybersecurity
22428,55,48,2.84,PhD,Software Engineering
22429,38,14,1.19,Master,Business Analytics
22430,55,95,0.74,PhD,Business Analytics
22431,68,55,0.95,PhD,Cybersecurity
22432,47,94,0.49,High School,Software Engineering
22433,19,100,1.5,Bachelor,AI
22434,29,57,2.02,Master,Software Engineering
22435,31,94,3.92,High School,Business Analytics
22436,66,60,1.7,High School,AI
22437,40,90,2.04,Master,Business Analytics
22438,58,82,2.59,Master,Software Engineering
22439,24,18,0.11,Bachelor,Business Analytics
22440,18,31,1.61,Master,AI
22441,69,66,1.24,Bachelor,Business Analytics
22442,70,61,3.48,Bachelor,AI
22443,51,66,2.25,PhD,Business Analytics
22444,22,14,0.42,Bachelor,Software Engineering
22445,70,61,3.33,Master,Business Analytics
22446,61,28,0.3,PhD,Software Engineering
22447,44,15,3.22,Bachelor,Cybersecurity
22448,27,41,0.08,Bachelor,Cybersecurity
22449,70,8,0.59,PhD,Software Engineering
22450,36,83,3.44,PhD,Software Engineering
22451,37,80,1.27,High School,Cybersecurity
22452,56,51,0.85,Bachelor,AI
22453,58,32,0.83,Master,Data Science
22454,25,34,2.27,Bachelor,Business Analytics
22455,40,8,3.45,PhD,Business Analytics
22456,49,6,0.76,Master,Business Analytics
22457,24,51,3.52,PhD,Data Science
22458,25,38,2.86,High School,Data Science
22459,34,43,3.09,Bachelor,Cybersecurity
22460,43,12,3.14,High School,Cybersecurity
22461,48,63,3.66,Bachelor,Software Engineering
22462,18,54,1.61,Master,Cybersecurity
22463,29,16,0.56,High School,Software Engineering
22464,47,15,1.58,High School,Software Engineering
22465,27,39,2.25,Bachelor,Data Science
22466,47,8,0.16,High School,Cybersecurity
22467,22,17,3.51,PhD,Business Analytics
22468,23,62,3.59,Master,AI
22469,53,61,3.26,PhD,AI
22470,59,95,3.15,PhD,Software Engineering
22471,23,41,2.63,PhD,AI
22472,25,11,1.02,Master,Cybersecurity
22473,70,51,0.78,Master,Software Engineering
22474,18,89,3.28,PhD,AI
22475,24,10,1.57,Bachelor,Business Analytics
22476,40,22,1.79,PhD,Software Engineering
22477,52,28,3.68,PhD,Data Science
22478,50,85,3.54,Master,AI
22479,64,22,2.9,Bachelor,Data Science
22480,36,82,1.11,PhD,AI
22481,64,94,2.36,Master,Cybersecurity
22482,46,42,2.56,Master,Business Analytics
22483,36,94,2.87,High School,Business Analytics
22484,30,88,3.12,Bachelor,Cybersecurity
22485,43,27,0.25,PhD,AI
22486,70,39,0.67,PhD,Cybersecurity
22487,66,20,2.9,Bachelor,Cybersecurity
22488,50,13,1.52,Bachelor,AI
22489,42,69,2.15,High School,Software Engineering
22490,56,77,0.19,High School,Cybersecurity
22491,50,52,1.3,PhD,Data Science
22492,47,25,0.15,PhD,AI
22493,58,25,3.03,High School,Software Engineering
22494,33,92,0.7,High School,Software Engineering
22495,38,41,2.26,High School,AI
22496,64,31,0.96,Master,Business Analytics
22497,66,51,3.09,Bachelor,Cybersecurity
22498,51,17,2.27,High School,Business Analytics
22499,52,67,3.24,PhD,Cybersecurity
22500,36,77,1.65,High School,Business Analytics
22501,63,94,1.04,PhD,AI
22502,27,51,3.4,High School,Business Analytics
22503,33,65,0.24,High School,Business Analytics
22504,24,15,0.46,Master,Software Engineering
22505,68,65,1.91,Master,Data Science
22506,44,27,2.23,High School,Cybersecurity
22507,24,54,2.64,Bachelor,Business Analytics
22508,31,78,3.45,PhD,Cybersecurity
22509,41,92,3.28,PhD,Software Engineering
22510,56,73,3.64,Master,AI
22511,47,89,0.44,High School,Business Analytics
22512,56,91,0.4,Bachelor,AI
22513,41,24,3.69,Bachelor,Business Analytics
22514,61,24,0.9,High School,Data Science
22515,22,98,3.97,Master,Cybersecurity
22516,52,62,0.43,Master,Cybersecurity
22517,23,23,0.75,PhD,Cybersecurity
22518,63,62,0.3,Master,Data Science
22519,61,52,1.59,High School,Data Science
22520,60,54,1.77,Master,Data Science
22521,20,49,3.37,High School,Data Science
22522,62,64,0.53,PhD,Data Science
22523,48,44,2.22,High School,Business Analytics
22524,26,77,0.04,PhD,Cybersecurity
22525,23,94,1.2,PhD,Software Engineering
22526,30,46,0.43,Bachelor,Software Engineering
22527,28,39,3.47,Master,Data Science
22528,52,20,2.38,Master,Software Engineering
22529,46,63,0.45,High School,Software Engineering
22530,22,49,0.49,PhD,Cybersecurity
22531,48,69,3.79,Bachelor,Software Engineering
22532,67,50,1.44,Bachelor,Data Science
22533,30,27,1.84,Bachelor,Software Engineering
22534,40,15,2.66,Master,AI
22535,32,69,0.25,PhD,Business Analytics
22536,47,70,1.25,Master,Data Science
22537,33,90,2.0,Master,Software Engineering
22538,50,32,2.12,PhD,Data Science
22539,59,64,0.08,PhD,Software Engineering
22540,44,64,2.3,Bachelor,Software Engineering
22541,54,46,2.61,Master,Cybersecurity
22542,35,24,0.56,High School,Data Science
22543,36,79,3.49,High School,Cybersecurity
22544,29,22,3.24,Master,Business Analytics
22545,21,29,2.93,PhD,Software Engineering
22546,48,69,0.44,PhD,Software Engineering
22547,31,92,1.63,Master,Business Analytics
22548,39,54,2.4,High School,Cybersecurity
22549,38,66,3.38,Master,AI
22550,23,31,2.93,PhD,Software Engineering
22551,27,12,3.13,Bachelor,Software Engineering
22552,43,8,1.61,PhD,AI
22553,29,65,1.36,Master,Data Science
22554,34,23,1.4,Bachelor,Cybersecurity
22555,55,76,0.1,Master,Software Engineering
22556,20,85,2.19,High School,Cybersecurity
22557,56,45,1.91,PhD,Software Engineering
22558,31,7,1.83,Master,Data Science
22559,39,89,2.67,Bachelor,AI
22560,62,49,0.39,Bachelor,Software Engineering
22561,19,56,0.76,PhD,AI
22562,46,89,2.15,Master,Business Analytics
22563,29,14,2.1,PhD,Business Analytics
22564,48,66,1.34,Master,Cybersecurity
22565,36,55,3.44,Master,AI
22566,40,64,1.01,High School,Business Analytics
22567,42,54,0.78,PhD,Data Science
22568,51,85,3.01,Master,Business Analytics
22569,32,48,0.92,High School,AI
22570,33,73,1.77,PhD,AI
22571,42,37,1.19,PhD,Business Analytics
22572,19,23,3.44,High School,AI
22573,68,47,0.83,High School,Cybersecurity
22574,36,6,2.77,PhD,Business Analytics
22575,63,54,1.48,High School,Data Science
22576,54,62,3.84,Master,AI
22577,54,5,2.86,PhD,Data Science
22578,54,81,2.55,Bachelor,Business Analytics
22579,30,64,2.33,Master,Cybersecurity
22580,61,8,3.88,Master,Cybersecurity
22581,21,61,2.27,PhD,AI
22582,19,42,3.46,Master,Software Engineering
22583,47,99,1.53,Master,Business Analytics
22584,62,46,0.93,Master,AI
22585,21,64,3.09,Master,Software Engineering
22586,21,29,3.25,Bachelor,AI
22587,53,19,2.91,High School,AI
22588,51,40,0.44,PhD,Data Science
22589,29,23,0.8,Master,Business Analytics
22590,45,8,1.38,Bachelor,Business Analytics
22591,44,93,3.27,Bachelor,Data Science
22592,69,70,2.49,Master,Data Science
22593,69,70,0.66,Master,Business Analytics
22594,70,61,0.45,PhD,Software Engineering
22595,68,41,0.63,PhD,Cybersecurity
22596,27,39,0.86,High School,Data Science
22597,19,70,0.75,PhD,Cybersecurity
22598,33,92,0.37,Bachelor,Business Analytics
22599,18,18,1.29,Master,Data Science
22600,70,8,0.28,Master,AI
22601,24,47,0.56,Master,AI
22602,31,10,3.82,High School,Cybersecurity
22603,58,38,3.46,Master,AI
22604,49,36,3.17,Bachelor,Data Science
22605,52,9,2.39,Master,Data Science
22606,67,94,3.53,PhD,Software Engineering
22607,64,53,2.11,High School,AI
22608,19,42,0.29,Master,AI
22609,46,44,2.34,PhD,Data Science
22610,67,89,1.74,Master,AI
22611,23,41,2.9,High School,AI
22612,56,11,2.08,Master,Business Analytics
22613,40,32,2.49,Bachelor,AI
22614,31,87,2.24,Master,Data Science
22615,46,15,2.72,Master,Software Engineering
22616,44,48,1.31,Bachelor,Software Engineering
22617,27,61,3.79,Bachelor,Cybersecurity
22618,56,20,2.12,Bachelor,Data Science
22619,70,10,2.52,Bachelor,Software Engineering
22620,45,55,1.46,Bachelor,Cybersecurity
22621,36,74,0.41,High School,Software Engineering
22622,27,37,0.87,Master,Business Analytics
22623,62,86,1.53,Master,Cybersecurity
22624,61,43,2.52,High School,Software Engineering
22625,26,27,2.9,High School,Cybersecurity
22626,22,10,2.17,Master,Software Engineering
22627,40,53,1.43,Bachelor,Business Analytics
22628,36,69,3.44,High School,Data Science
22629,56,12,3.32,High School,Business Analytics
22630,26,79,2.89,Bachelor,AI
22631,34,26,1.59,Master,Cybersecurity
22632,62,58,1.05,PhD,Software Engineering
22633,23,39,0.39,High School,Business Analytics
22634,58,72,3.85,PhD,Business Analytics
22635,32,44,1.62,High School,Business Analytics
22636,50,44,1.4,Master,Software Engineering
22637,36,92,2.71,Bachelor,Data Science
22638,32,56,2.04,High School,Cybersecurity
22639,21,75,0.82,PhD,Business Analytics
22640,48,6,0.15,Master,AI
22641,52,47,0.78,High School,Cybersecurity
22642,40,64,1.43,Master,Cybersecurity
22643,57,52,1.11,High School,Cybersecurity
22644,43,88,2.98,Bachelor,Software Engineering
22645,24,86,3.54,Master,Cybersecurity
22646,45,20,3.8,High School,Software Engineering
22647,29,50,0.34,Master,Cybersecurity
22648,35,74,1.19,High School,Software Engineering
22649,65,26,1.7,PhD,AI
22650,48,89,2.67,Bachelor,Software Engineering
22651,52,52,2.05,Master,Software Engineering
22652,49,13,2.59,PhD,AI
22653,25,53,2.61,Master,Software Engineering
22654,70,55,1.62,Master,AI
22655,23,21,2.66,PhD,Data Science
22656,46,31,0.28,PhD,Data Science
22657,19,56,0.55,Master,Software Engineering
22658,61,68,3.83,Bachelor,Business Analytics
22659,23,74,3.43,Master,Cybersecurity
22660,54,47,3.04,Master,Cybersecurity
22661,64,17,3.08,Master,Software Engineering
22662,43,16,3.42,Bachelor,Software Engineering
22663,20,61,2.4,Bachelor,Cybersecurity
22664,70,33,0.13,Bachelor,Software Engineering
22665,63,9,1.83,Master,Software Engineering
22666,34,27,0.02,Bachelor,Cybersecurity
22667,68,34,1.13,PhD,AI
22668,49,7,3.33,Master,AI
22669,55,43,2.56,Bachelor,AI
22670,66,9,3.1,Bachelor,AI
22671,38,46,0.83,Bachelor,AI
22672,42,20,1.42,High School,Business Analytics
22673,30,11,3.67,Bachelor,Software Engineering
22674,46,93,1.92,PhD,Data Science
22675,35,30,2.49,High School,Software Engineering
22676,18,97,2.35,Bachelor,Software Engineering
22677,61,62,4.0,High School,Cybersecurity
22678,21,33,1.46,High School,Cybersecurity
22679,22,79,2.5,Bachelor,AI
22680,57,55,3.19,High School,Cybersecurity
22681,42,8,0.3,High School,AI
22682,37,98,2.62,Bachelor,Business Analytics
22683,41,95,0.73,PhD,Business Analytics
22684,23,38,0.44,Bachelor,Software Engineering
22685,62,92,3.46,High School,Data Science
22686,33,81,0.41,Bachelor,AI
22687,30,21,0.83,High School,AI
22688,21,84,0.82,PhD,Business Analytics
22689,53,16,3.68,Bachelor,Business Analytics
22690,41,54,3.7,PhD,Software Engineering
22691,41,79,1.95,Bachelor,AI
22692,70,28,3.66,Bachelor,Cybersecurity
22693,50,80,3.43,PhD,Data Science
22694,45,79,3.3,PhD,Data Science
22695,49,100,0.29,Master,Business Analytics
22696,34,82,1.75,PhD,Business Analytics
22697,65,26,3.78,PhD,Cybersecurity
22698,67,8,0.37,Master,Software Engineering
22699,34,33,3.09,PhD,Business Analytics
22700,63,6,1.07,High School,Cybersecurity
22701,61,23,2.38,Bachelor,AI
22702,64,23,3.67,PhD,Business Analytics
22703,31,45,0.36,Bachelor,AI
22704,59,37,3.5,Bachelor,Data Science
22705,44,36,1.21,Bachelor,AI
22706,29,20,2.82,PhD,Business Analytics
22707,19,80,0.24,Bachelor,Business Analytics
22708,60,54,3.92,High School,Cybersecurity
22709,62,86,2.18,Bachelor,Business Analytics
22710,47,7,0.07,PhD,Cybersecurity
22711,29,47,2.31,PhD,Software Engineering
22712,24,40,2.4,PhD,AI
22713,62,41,0.66,High School,Business Analytics
22714,36,88,2.05,PhD,Data Science
22715,42,97,2.71,Bachelor,Cybersecurity
22716,31,30,1.0,High School,Business Analytics
22717,62,92,1.0,Bachelor,Business Analytics
22718,29,90,3.83,PhD,Cybersecurity
22719,19,82,3.82,Bachelor,Cybersecurity
22720,33,22,3.44,Bachelor,AI
22721,60,19,1.27,Master,AI
22722,45,68,1.41,Bachelor,AI
22723,25,96,3.15,PhD,AI
22724,33,88,0.58,Master,Data Science
22725,65,56,1.28,Master,Business Analytics
22726,56,72,2.84,PhD,Business Analytics
22727,20,93,1.57,Bachelor,Software Engineering
22728,48,25,0.23,Bachelor,Business Analytics
22729,60,14,3.83,High School,Software Engineering
22730,22,40,3.69,Master,Data Science
22731,44,58,1.16,Master,Cybersecurity
22732,60,63,0.6,High School,Business Analytics
22733,19,52,0.07,High School,Data Science
22734,40,73,2.5,Master,Software Engineering
22735,50,47,0.73,High School,Data Science
22736,52,80,2.43,Bachelor,Software Engineering
22737,27,43,3.46,Master,Business Analytics
22738,46,31,2.15,PhD,Cybersecurity
22739,22,58,3.07,High School,AI
22740,47,84,1.24,Master,AI
22741,57,87,2.18,Master,Data Science
22742,57,80,0.36,PhD,Business Analytics
22743,64,50,1.62,High School,Business Analytics
22744,38,65,0.74,PhD,Business Analytics
22745,66,82,1.07,High School,Software Engineering
22746,63,53,2.77,PhD,Cybersecurity
22747,38,40,0.9,Master,Software Engineering
22748,50,9,1.29,Bachelor,Data Science
22749,31,24,1.5,Bachelor,Cybersecurity
22750,44,69,2.14,Master,AI
22751,67,85,2.13,Master,AI
22752,21,26,3.25,High School,Cybersecurity
22753,46,58,1.42,Bachelor,Business Analytics
22754,21,87,1.84,Bachelor,Cybersecurity
22755,33,52,2.18,PhD,Data Science
22756,27,71,3.73,Master,Business Analytics
22757,51,60,2.27,Master,AI
22758,69,29,0.02,High School,Software Engineering
22759,48,15,2.94,Bachelor,Business Analytics
22760,33,68,2.43,High School,AI
22761,27,67,3.87,PhD,Software Engineering
22762,68,63,2.54,Bachelor,Data Science
22763,62,74,4.0,Master,Data Science
22764,61,16,1.04,PhD,Software Engineering
22765,39,81,2.02,Master,AI
22766,55,22,0.54,Bachelor,Business Analytics
22767,60,47,2.95,High School,Software Engineering
22768,48,40,2.93,Master,AI
22769,44,95,2.96,PhD,Cybersecurity
22770,67,71,0.95,High School,Software Engineering
22771,57,30,3.16,PhD,Business Analytics
22772,49,97,1.66,PhD,AI
22773,29,23,0.77,Bachelor,Business Analytics
22774,26,25,0.15,High School,Cybersecurity
22775,41,7,2.91,Master,Cybersecurity
22776,21,22,3.57,PhD,AI
22777,48,77,0.15,Bachelor,Business Analytics
22778,51,10,1.84,High School,Software Engineering
22779,65,90,0.32,High School,Data Science
22780,68,96,2.33,High School,Business Analytics
22781,59,80,3.53,PhD,Data Science
22782,21,9,0.92,High School,Data Science
22783,42,74,3.54,Master,Software Engineering
22784,35,62,0.4,High School,Software Engineering
22785,38,88,0.43,Master,Business Analytics
22786,27,68,4.0,Master,Cybersecurity
22787,53,17,1.69,High School,Software Engineering
22788,45,71,2.01,Bachelor,Cybersecurity
22789,23,49,1.93,High School,Data Science
22790,19,56,2.42,Master,Cybersecurity
22791,25,19,0.57,Master,AI
22792,47,34,1.35,Master,Cybersecurity
22793,69,24,1.24,Master,Business Analytics
22794,30,63,1.55,Bachelor,AI
22795,64,30,0.31,Master,Data Science
22796,45,10,1.25,High School,Cybersecurity
22797,43,49,1.19,Master,AI
22798,46,65,1.76,Bachelor,Software Engineering
22799,24,59,1.33,PhD,Data Science
22800,47,10,3.27,PhD,AI
22801,23,60,2.19,Master,Cybersecurity
